id,question,answer,reference
28,Chị H ngồi trên xe ô tô không thắt dây an toàn khi xe đang chạy có bị xử phạt vi phạm không? Nếu bị phạt thì chị bị xử phạt với mức phạt là bao nhiêu?,"Hành vi này của chị vi phạm quy tắc giao thông đường bộ và bị xử phạt theo quy định tại điểm k, điểm l khoản 3 Điều 6 Nghị định 168/2024/NĐ-CP:
""3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
k) Không thắt dây đai an toàn khi điều khiển xe chạy trên đường;
l) Chở người trên xe ô tô không thắt dây đai an toàn (tại vị trí có trang bị dây đai an toàn) khi xe đang chạy;""","168/2024/NĐ-CP::article::6::clause::3::point::k, 168/2024/NĐ-CP::article::6::clause::3::point::l"
29,"Chị T hỏi vì hoàn cảnh gia đình, chị buôn bán hàng rong, vậy “Hành vi bán hàng rong, bán hàng hóa nhỏ lẻ trên vỉa hè các tuyến phố bị xử phạt như thế nào”","Theo Nghị định 168/2024/NĐ-CP có quy định Xử phạt, trừ điểm giấy phép lái xe các hành vi vi phạm khác về quy tắc giao thông đường bộ; sử dụng lòng đường, vỉa hè vào mục đích khác tại Điều 12. Cụ thể đối với hành vi chị hỏi:
2. Phạt tiền từ 200.000 đồng đến 250.000 đồng đối với cá nhân thực hiện một trong các hành vi vi phạm sau đây:
e) Bán hàng rong hoặc bán hàng hóa nhỏ lẻ khác trên lòng đường, trên vỉa hè các tuyến phố có quy định cấm bán hàng; trừ các hành vi vi phạm quy định tại khoản 7, khoản 9 Điều này;",168/2024/NĐ-CP::article::12::clause::2::point::e
30,"Ông X hỏi nếu có hành vi điều khiển xe ô tô đón, trả hành khách trên đường cao tốc bị xử phạt thế nào?","Hành vi bạn hỏi bị xử phạt theo quy định tại khoản 8 Điều 20 Nghị định 168/2024/NĐ-CP:
8. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với người điều khiển xe thực hiện hành vi đón, trả hành khách trên đường cao tốc.
Ngoài ra, người thực hiện hành vi bị trừ điểm giấy phép lái xe 06 điểm theo quy định tại điểm c khoản 10 Điều 20 NĐ.","168/2024/NĐ-CP::article::20::clause::8, 168/2024/NĐ-CP::article::20::clause::10::point::c"
31,"Anh A đang điều khiển xe gắn máy đi trên đường. Đến đoạn đường giao cắt với ngõ nhỏ thì bị anh B điều khiển xe gắn máy khác đi từ ngõ ra đâm vào, xảy ra tai nạn. Trách nhiệm thuộc về ai?","Tại khoản 1 Điều 22 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định:
Tại nơi đường giao nhau giữa đường không ưu tiên với đường ưu tiên hoặc giữa đường nhánh với đường chính thì xe đi từ đường không ưu tiên hoặc đường nhánh phải nhường đường cho xe đi trên đường ưu tiên hoặc đường chính từ bất kỳ hướng nào tới.
Đường chính: là đường bảo đảm giao thông chủ yếu trong khu vực.
Đường nhánh: là đường nối vào đường chính.
Đường ưu tiên là đường mà trên đó phương tiện tham gia giao thông đường bộ được các phương tiện giao thông đến từ hướng khác nhường đường khi qua nơi đường giao nhau, được cắm biển báo hiệu đường ưu tiên.
Như vậy, với tình huống trên, nếu anh A đang đi trên đường chính, gặp anh B điều khiển xe từ trong ngõ đâm vào, tai nạn xảy ra trách nhiệm thuộc về  anh B.
Để đảm bảo an toàn khi tham gia giao thông, người điều khiển phương tiện xe cơ giới cần chú ý quan sát, giảm tốc độ tới mức an toàn tại nơi đường giao nhau, tránh xảy ra những tai nạn đáng tiếc.",36/2024/QH15::article::22::clause::1
32,"Chị Nguyễn Thị B đang lưu thông trên đường bằng phương tiện xe máy, đột nhiên gặp người bạn đi ngược chiều gọi chị, chị đột ngột dừng xe lại cách mép đường 1,5 mét. Khi đó, ông C đi xe máy phía sau, do chị B dừng lại đột ngột nên đã va chạm vào xe chị B khiến ông C bị ngã ra đường, còn chị B không vấn đề gì. Chị B cho rằng chị không vi phạm và cương quyết cãi do ông C không để ý khi lưu thông, chị muốn biết trong trường hợp này chị có vi phạm pháp luật hay không?","Khoản 4 Điều 3 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định: Người tham gia giao thông đường bộ phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ và quy định khác của pháp luật có liên quan, có trách nhiệm giữ an toàn cho mình và cho người khác.
Theo đó, chị B đã không có trách nhiệm giữ an toàn cho mình và cho người khác.
Điểm d Khoản 2 Điều 7 Nghị định 168/2024/NĐ-CP quy định phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện hành vi vi phạm sau đây: Dừng xe, đỗ xe ở lòng đường gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường, vỉa hè trái phép.
Như vậy, căn cứ vào viện dẫn trên, hành vi của chị B là vi phạm pháp luật và sẽ bị xử phạt tiền từ 400.000 đồng đến 600.000 đồng.","36/2024/QH15::article::3::clause::4, 168/2024/NĐ-CP::article::7::clause::2::point::d"
33,"Chị Nguyễn Thị T tranh thủ đi chợ tại chợ C trên địa bàn phường XP, chị để xe ở lòng đường để vào mua hàng. Công an phường XP đã lập biên bản và xử phạt về hành vi vi phạm của chị với mức phạt là 400,000 đồng. Chị cho rằng mức phạt này không đúng. Chị muốn hỏi hành vi vi phạm lấn chiếm lòng lề đường sẽ bị xử phạt bao nhiêu?","Điểm d khoản 2 Điều 7 Nghị định 168/2024/NĐ-CP quy định xử phạt, trừ điểm giấy phép lái của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ: Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây: Dừng xe, đỗ xe ở lòng đường gây cản trở giao thông; tụ tập từ 03 xe trở lên ở lòng đường, trong hầm đường bộ; đỗ, để xe ở lòng đường, vỉa hè trái phép.
Như vậy, hành vi của chị T bị Công an phường XP lập biên bản và xử phạt về hành vi vi phạm dừng xe, đỗ xe ở lòng đường đô thị gây cản trở giao thông với mức phạt là 400,000 đồng là đúng pháp luật.",168/2024/NĐ-CP::article::7::clause::2::point::d
34,"Gần nhà chị B có dải phân cách, đối diện nhà chị B là điểm dừng xe bus, hôm trước, chị B có trèo qua dải phân cách và băng qua đường để sang đường phía bên kia và chị đã bị xử phạt hành chính, chị thắc mắc về vấn đề này vì chị chỉ trèo qua rào, trèo qua dải phân cách để băng sang qua đường mà tại sao lại bị xử lý vi phạm hành chính? Việc bị xử phạt vi phạm hành chính như vậy là có đúng với quy định hay không?","Khoản 7 Điều 24 Luật Đường bộ 2024 quy định: Dải phân cách được lắp đặt để phân chia phần đường xe chạy thành hai chiều riêng biệt hoặc để phân chia phần đường dành cho xe cơ giới và xe thô sơ hoặc của nhiều loại xe khác nhau trên cùng một chiều đường.
Điểm c Khoản 1 Điều 30 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định người đi bộ không được vượt qua dải phân cách, đu, bám vào phương tiện giao thông đường bộ đang di chuyển; khi mang, vác vật cồng kềnh phải bảo đảm an toàn và không gây trở ngại cho người và phương tiện tham gia giao thông đường bộ.
Điểm a Khoản 1 Điều 10 Nghị định 168/2024/NĐ-CP quy định xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ: Phạt tiền từ 150.000 đồng đến 250.000 đồng đối với người đi bộ không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định; đi qua đường không có tín hiệu bằng tay theo quy định.
Như vậy, hành vi trèo hàng rào, vượt qua giải phân cách của bạn là hành vi trái với quy định của pháp luật và việc bị xử phạt vi phạm hành chính là hoàn toàn đúng với quy định của pháp luật hiện hành, theo đó sẽ bị phạt tiền từ 150.000 đồng đến 250.000 đồng.","35/2024/QH15::article::24::clause::7, 36/2024/QH15::article::30::clause::1::point::c, 168/2024/NĐ-CP::article::10::clause::1::point::a"
35,"Anh Cao Hữu D vừa mới dưới quê lên thành phố để trở lại làm việc, do đoạn đường vắng anh D chạy nhanh bị Cảnh sát giao thông bắn tốc độ 60/50 và đã bị lập biên bản. Anh muốn hỏi theo quy định pháp luật, người đi xe máy sẽ bị phạt như thế nào nếu điều khiển xe chạy quá tốc độ quy định? Có bị trừ điểm giấy phép lái xe không?","Căn cứ Điểm a Khoản 4 Điều 7 Nghị đinh 168/2024/NĐ-CP quy định phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây điều khiển xe chạy quá tốc độ quy định từ 10 km/h đến 20 km/h.
Theo đó, hành vi của anh D sẽ bị phạt từ 800.000 đồng đến 1.000.000 đồng, đến ngày hẹn trong biên bản xử phạt, anh D đến đơn vị lập biên bản xử phạt để nộp phạt. Trường hợp của anh D sẽ không bị trừ điểm giấy phép lái xe.",168/2024/NĐ-CP::article::7::clause::4::point::a
36,"Khi gặp xe buýt đang dừng đón, trả khách, người điều khiển xe mô tô phải xử lý như thế nào dưới đây?","Căn cứ theo điểm i khoản 3 Điều 12 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định như sau:
3. Người điều khiển phương tiện tham gia giao thông đường bộ phải quan sát, giảm tốc độ hoặc dừng lại để bảo đảm an toàn trong các trường hợp sau đây:
i) Điểm dừng xe, đỗ xe trên đường bộ có khách đang lên, xuống xe;
Theo đó, khi gặp xe buýt đang dừng đón, trả khách, người điều khiển xe mô tô phải quan sát, giảm tốc độ đi qua xe buýt hoặc dừng lại để bảo đảm an toàn.",36/2024/QH15::article::12::clause::3::point::i
37,"Theo Luật Phòng chống tác hại của rượu, bia, đối tượng nào dưới đây bị cấm sử dụng rượu, bia khi tham gia giao thông?","Căn cứ theo Điều 21 Luật Phòng, chống tác hại của rượu, bia 2019 quy định về phòng ngừa tai nạn giao thông liên quan đến sử dụng rượu, bia như sau:
1. Người điều khiển phương tiện giao thông không uống rượu, bia trước và trong khi tham gia giao thông.
Theo đó, trước và trong khi tham gia giao thông, người điều khiển phương tiện giao thông không uống rượu, bia.
Ngoài ra, tại Điều 5 Luật Phòng, chống tác hại của rượu, bia 2019 quy định về các hành vi bị nghiêm cấm trong phòng, chống tác hại của rượu, bia như sau:
6. Điều khiển phương tiện giao thông mà trong máu hoặc hơi thở có nồng độ cồn.
Như vậy, theo Luật Phòng chống tác hại của rượu bia, đối tượng bị cấm sử dụng rượu bia khi tham gia giao thông gồm người điều khiển xe ô tô, xe mô tô, xe đạp, xe gắn máy.","44/2019/QH14::article::21::clause::1, 44/2019/QH14::article::5::clause::6"
38,Khổ giới hạn của đường bộ được hiểu như thế nào là đúng?,"Căn cứ theo Khoản 2 Điều 27 Luật Đường bộ 2024 quy định về tải trọng và khổ giới hạn của đường bộ:
Khổ giới hạn của đường bộ là khoảng trống có kích thước giới hạn về chiều rộng, chiều cao của đường bộ để các xe, bao gồm cả hàng hóa xếp trên xe đi qua được an toàn và được xác định theo quy chuẩn, tiêu chuẩn kỹ thuật của đường bộ.",35/2024/QH15::article::27::clause::2
39,Khi nào được phục hồi điểm giấy phép lái xe?,"Căn cứ vào khoản 2 và khoản 3 Điều 58 Luật Trật tự, an toàn giao thông đường bộ 2024 có quy định như sau:
2. Giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng từ ngày bị trừ điểm gần nhất thì được phục hồi đủ 12 điểm.
3. Trường hợp giấy phép lái xe bị trừ hết điểm thì người có giấy phép lái xe không được điều khiển phương tiện tham gia giao thông đường bộ theo giấy phép lái xe đó. Sau thời hạn ít nhất là 06 tháng kể từ ngày bị trừ hết điểm, người có giấy phép lái xe được tham gia kiểm tra nội dung kiến thức pháp luật về trật tự, an toàn giao thông đường bộ theo quy định tại khoản 7 Điều 61 của Luật này do lực lượng Cảnh sát giao thông tổ chức, có kết quả đạt yêu cầu thì được phục hồi đủ 12 điểm.
Như vậy, căn cứ theo quy định trên thì điểm giấy phép lái xe được phục hồi như sau:
- Trường hợp giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong vòng 12 tháng kể từ ngày bị trừ điểm gần nhất thì được phục hồi đủ 12 điểm.
- Trường hợp giấy phép lái xe bị trừ hết điểm: Người vi phạm phải chờ ít nhất 06 tháng và kiểm tra lại kiến thức pháp luật về trật tự, an toàn giao thông đường bộ. Nếu có kết quả đạt yêu cầu thì được phục hồi đủ 12 điểm.
Lưu ý: Trong thời gian bị trừ hết điểm, người có giấy phép lái xe không được phép điều khiển phương tiện giao thông theo loại giấy phép đã đăng ký.","36/2024/QH15::article::58::clause::2, 36/2024/QH15::article::58::clause::3"
40,"Khi có xe xin vượt, người lái xe mô tô xử lý như thế nào nếu đủ điều kiện an toàn cho xe phía sau vượt?","Căn cứ theo Điều 14 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về vượt xe và nhường đường cho xe xin vượt như sau:
4. Khi có xe xin vượt, người điều khiển phương tiện tham gia giao thông đường bộ phía trước phải quan sát phần đường phía trước, nếu đủ điều kiện an toàn thì phải giảm tốc độ, có tín hiệu rẽ phải để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết được vượt và đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được cản trở đối với xe xin vượt.
Trường hợp có chướng ngại vật hoặc không đủ điều kiện an toàn thì người điều khiển phương tiện tham gia giao thông đường bộ phía trước có tín hiệu rẽ trái để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết là chưa được vượt.
Như vậy, khi có xe xin vượt, nếu đủ điều kiện an toàn cho xe phía sau vượt thì người lái xe mô tô giảm tốc độ, có tín hiệu rẽ phải để báo hiệu cho người điều khiển phương tiện tham gia giao thông đường bộ phía sau biết được vượt và đi sát về bên phải của phần đường xe chạy cho đến khi xe sau đã vượt qua, không được cản trở đối với xe xin vượt.",36/2024/QH15::article::14::clause::4
41,"Người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình trước vạch dừng xe tại đường ngang, cầu chung đường sắt khi có báo hiệu nào?","Căn cứ Điều 24 Luật trật tự, an toàn giao thông đường bộ 2024 quy định như sau:
1. Khi có hiệu lệnh của nhân viên gác chắn, đèn đỏ sáng nhấp nháy, chuông kêu, chắn đường bộ đang dịch chuyển hoặc đã đóng, người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình, trước vạch dừng xe.
Như vậy, người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình trước vạch dừng xe tại đường ngang, cầu chung đường sắt khi có báo hiệu:
- Hiệu lệnh của nhân viên gác chắn.
- Đèn đỏ sáng nhấp nháy, chuông kêu.
- Chắn đường bộ đang dịch chuyển hoặc đã đóng.",36/2024/QH15::article::24::clause::1
42,"Khi đang lái xe, phía trước có một xe cứu thương đang phát tín hiệu ưu tiên, người lái xe có được phép vượt hay không?","Căn cứ theo Điều 27 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về xe ưu tiên như sau:
1. Xe ưu tiên gồm xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy; xe của lực lượng quân sự, công an và kiểm sát đi làm nhiệm vụ khẩn cấp; đoàn xe có xe Cảnh sát giao thông dẫn đường; xe cứu thương đi làm nhiệm vụ cấp cứu; xe hộ đê đi làm nhiệm vụ; xe đi làm nhiệm vụ cứu nạn, cứu hộ, khắc phục sự cố thiên tai, dịch bệnh hoặc xe đi làm nhiệm vụ trong tình trạng khẩn cấp theo quy định của pháp luật; đoàn xe tang.
3. Xe ưu tiên quy định tại các điểm a, b, c và d khoản 2 Điều này phải có tín hiệu ưu tiên theo quy định của pháp luật. Màu của tín hiệu đèn ưu tiên được quy định như sau:
a) Xe chữa cháy của Cảnh sát phòng cháy, chữa cháy và cứu nạn, cứu hộ và xe chữa cháy của các lực lượng khác được huy động đi làm nhiệm vụ chữa cháy, xe của lực lượng quân sự đi làm nhiệm vụ khẩn cấp, xe cứu thương đang làm nhiệm vụ cấp cứu có đèn nhấp nháy màu đỏ;
Căn cứ theo khoản 6 Điều 14 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định như sau:
6. Không được vượt xe trong trường hợp sau đây:
g) Khi gặp xe ưu tiên;
Theo đó, xe cứu thương đang phát tín hiệu ưu tiên là một trong những loại xe ưu tiên mà theo quy định thì không được vượt xe trong trường hợp gặp xe ưu tiên.","36/2024/QH15::article::27::clause::1, 36/2024/QH15::article::27::clause::3::point::a, 36/2024/QH15::article::14::clause::6::point::g"
43,Thứ tự xuống phà như thế nào là đúng quy tắc giao thông?,"Căn cứ theo khoản 3 Điều 23 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về qua phà, qua cầu phao như sau:
b) Khi xuống phà, xe cơ giới, xe máy chuyên dùng xuống trước, xe thô sơ, người đi bộ xuống sau; khi lên bến, người đi bộ lên trước, các phương tiện giao thông đường bộ lên sau theo hướng dẫn của người điều khiển giao thông.
Như vậy, thứ tự xuống phà như sau là đúng quy tắc giao thông theo quy định pháp luật:
Xe cơ giới, xe máy chuyên dùng xuống trước, xe thô sơ, người đi bộ xuống sau; khi lên bến, người đi bộ lên trước, các phương tiện giao thông đường bộ lên sau theo hướng dẫn của người điều khiển giao thông.",36/2024/QH15::article::23::clause::3::point::b
44,Người lái xe sử dụng đèn như thế nào khi đi trên các đoạn đường qua khu đông dân cư có hệ thống chiếu sáng đang hoạt động?,"Căn cứ Điều 20 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định quy định sử dụng đèn:
2. Người lái xe, người điều khiển xe máy chuyên dùng phải tắt đèn chiếu xa, bật đèn chiếu gần trong các trường hợp sau đây:
a) Khi gặp người đi bộ qua đường;
b) Khi đi trên các đoạn đường qua khu đông dân cư có hệ thống chiếu sáng đang hoạt động;
c) Khi gặp xe đi ngược chiều, trừ trường hợp dải phân cách có khả năng chống chói;
d) Khi chuyển hướng xe tại nơi đường giao nhau.
Theo quy định trên, người lái xe phải tắt đèn chiếu xa, bật đèn chiếu gần khi đi trên các đoạn đường qua khu đông dân cư có hệ thống chiếu sáng đang hoạt động",36/2024/QH15::article::20::clause::2
45,"Người lái xe mô tô hai bánh, xe gắn máy được phép chở tối đa hai người trong những trường hợp nào?","Căn cứ Điều 33 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định người lái xe, người được chở, hàng hóa xếp trên xe mô tô, xe gắn máy:
Điều 33. Người lái xe, người được chở, hàng hóa xếp trên xe mô tô, xe gắn máy
1. Người lái xe mô tô hai bánh, xe gắn máy chỉ được chở một người, trừ những trường hợp sau thì được chở tối đa hai người:
a) Chở người bệnh đi cấp cứu;
b) Áp giải người có hành vi vi phạm pháp luật;
c) Trẻ em dưới 12 tuổi;
d) Người già yếu hoặc người khuyết tật.",36/2024/QH15::article::33::clause::1
46,"Tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến, người lái xe phải nhường đường như thế nào là đúng quy tắc giao thông?","Căn cứ theo Điều 22 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về nhường đường tại nơi đường giao nhau như sau:
3. Tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến, phải nhường đường cho xe đi đến từ bên trái.
Như vậy, tại nơi đường giao nhau có báo hiệu đi theo vòng xuyến, người lái xe phải nhường đường cho xe đi đến từ bên trái.",36/2024/QH15::article::22::clause::3
47,Xe cơ giới gồm những xe gì?,"Căn cứ khoản 1 Điều 34 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định xe cơ giới gồm:
- Xe ô tô gồm: xe có từ bốn bánh trở lên chạy bằng động cơ, được thiết kế, sản xuất để hoạt động trên đường bộ, không chạy trên đường ray, dùng để chở người, hàng hóa, kéo rơ moóc, kéo sơ mi rơ moóc hoặc được kết cấu để thực hiện chức năng, công dụng đặc biệt, có thể được nối với đường dây dẫn điện; xe ba bánh có khối lượng bản thân lớn hơn 400 kg; xe ô tô không bao gồm xe chở người bốn bánh có gắn động cơ và xe chở hàng bốn bánh có gắn động cơ;
- Rơ moóc là xe không có động cơ để di chuyển, được thiết kế, sản xuất để hoạt động trên đường bộ, được kéo bởi xe ô tô; phần chủ yếu của khối lượng toàn bộ rơ moóc không đặt lên xe kéo;
- Sơ mi rơ moóc là xe không có động cơ để di chuyển, được thiết kế, sản xuất để hoạt động trên đường bộ; được kéo bởi xe ô tô đầu kéo và có một phần đáng kể khối lượng toàn bộ đặt lên xe ô tô đầu kéo;
- Xe chở người bốn bánh có gắn động cơ là xe có từ bốn bánh trở lên, chạy bằng động cơ, được thiết kế, sản xuất để hoạt động trên đường bộ, có kết cấu để chở người, vận tốc thiết kế không lớn hơn 30 km/h, số người cho phép chở tối đa 15 người (không kể người lái xe);
- Xe chở hàng bốn bánh có gắn động cơ là xe có từ bốn bánh trở lên, chạy bằng động cơ, được thiết kế, sản xuất để hoạt động trên đường bộ, có kết cấu để chở hàng, có phần động cơ và thùng hàng lắp trên cùng một khung xe, có tối đa hai hàng ghế và chở tối đa 05 người (không kể người lái xe), vận tốc thiết kế không lớn hơn 60 km/h và khối lượng bản thân không lớn hơn 550 kg; trường hợp xe sử dụng động cơ điện thì có công suất động cơ không lớn hơn 15 kW;
- Xe mô tô gồm: xe có hai hoặc ba bánh chạy bằng động cơ, được thiết kế, sản xuất để hoạt động trên đường bộ, trừ xe gắn máy; đối với xe ba bánh thì khối lượng bản thân không lớn hơn 400 kg;
- Xe gắn máy là xe có hai hoặc ba bánh chạy bằng động cơ, được thiết kế, sản xuất để hoạt động trên đường bộ, có vận tốc thiết kế không lớn hơn 50 km/h; nếu động cơ dẫn động là động cơ nhiệt thì dung tích làm việc hoặc dung tích tương đương không lớn hơn 50 cm3; nếu động cơ dẫn động là động cơ điện thì công suất của động cơ không lớn hơn 04 kW; xe gắn máy không bao gồm xe đạp máy;
- Xe tương tự các loại xe quy định tại khoản này.",36/2024/QH15::article::34::clause::1
48,Phương tiện giao thông đường bộ gồm những loại nào?,"Căn cứ theo khoản 2 Điều 2 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định như sau:
2. Phương tiện giao thông đường bộ là các loại xe, bao gồm: phương tiện giao thông cơ giới đường bộ (sau đây gọi là xe cơ giới), phương tiện giao thông thô sơ đường bộ (sau đây gọi là xe thô sơ), xe máy chuyên dùng và các loại xe tương tự.
- Phương tiện giao thông cơ giới đường bộ.
- Phương tiện giao thông thô sơ đường bộ, xe máy chuyên dùng và các loại xe tương tự.",36/2024/QH15::article::2::clause::2
49,"Việc sản xuất, sử dụng, mua, bán trái phép biển số xe có bị nghiêm
cấm hay không?","Căn cứ theo khoản 17 Điều 9 Luật Trật tự, an toàn giao thông đường bộ 2024 có quy định về hành vi sản xuất trái phép biển số xe như sau:
Điều 9. Các hành vi bị nghiêm cấm
17. Sản xuất, sử dụng, mua, bán trái phép biển số xe; điều khiển xe cơ giới, xe máy chuyên dùng gắn biển số xe không do cơ quan nhà nước có thẩm quyền cấp, gắn biển số xe không đúng vị trí; bẻ cong, che lấp biển số xe; làm thay đổi chữ, số, màu sắc, hình dạng, kích thước của biển số xe.
Như vậy, hành vi sản xuất trái phép biển số xe sẽ thuộc hành vi bị pháp luật nghiêm cấm theo quy định.
Ngoài ra, việc điều khiển xe cơ giới, xe máy chuyên dùng gắn biển số xe không do cơ quan nhà nước có thẩm quyền cấp, gắn biển số xe không đúng vị trí; bẻ cong, che lấp biển số xe; làm thay đổi chữ, số, màu sắc, hình dạng, kích thước của biển số xe cũng sẽ thuộc những hành vi bị pháp luật nghiêm cấm.",36/2024/QH15::article::9::clause::17
50,"Hiện nay, khi giao thông trên đường, chị Z bắt gặp rất nhiều tình huống chở chó trên xe, hay dắt chó chạy theo xe máy. Chị Z muốn hỏi theo Nghị định mới về xử phạt vi phạm giao thông thì khi chạy xe máy mà có dẫn theo chó hoặc súc vật khác có bị xử phạt không? Nếu có thì mức phạt bao nhiêu ạ?","Theo khoản 3 Điều 33 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định người lái xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy không được thực hiện các hành vi sau đây:
đ) Sử dụng xe để kéo, đẩy xe khác, vật khác, dẫn dắt vật nuôi, mang, vác và chở vật cồng kềnh; chở người đứng trên xe, giá đèo hàng hoặc ngồi trên tay lái; xếp hàng hóa trên xe quá giới hạn quy định;
Điểm b Khoản 2 Điều 10 Nghị định 168/2024/NĐ-CP quy định phạt tiền từ 400.000 đồng đến 600.000 đồng đối với hành vi dẫn dắt vật nuôi chạy theo khi đang điều khiển hoặc ngồi trên phương tiện giao thông đường bộ.
Như vậy, theo quy định trên thì người lái xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy không được sử dụng xe để dẫn dắt vật nuôi khi tham gia giao thông đường bộ và sẽ bị xử phạt, mức phạt tiền từ 400.000 đồng đến 600.000 đồng.","36/2024/QH15::article::33::clause::3::point::đ, 168/2024/NĐ-CP::article::10::clause::2::point::b"
51,Người điều khiển phương tiện tham gia giao thông đường bộ mà trong máu hoặc hơi thở có nồng độ cồn có bị nghiêm cấm không?,"Hành vi này bị pháp luật nghiêm cấm. Căn cứ khoản 2 Điều 9 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định nghiêm cấm hành vi điều khiển phương tiện tham gia giao thông đường bộ mà trong máu hoặc hơi thở có nồng độ cồn.",36/2024/QH15::article::9::clause::2
52,"Khi chở trẻ em dưới 10 tuổi và chiều cao dưới 1,35 mét trên xe ô tô, người lái xe phải thực hiện quy tắc nào dưới đây để bảo đảm an toàn?","Căn cứ khoản 3 Điều 10 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định: Khi chở trẻ em dưới 10 tuổi và chiều cao dưới 1,35 mét trên xe ô tô không được cho trẻ em ngồi cùng hàng ghế với người lái xe, trừ loại xe ô tô chỉ có một hàng ghế; người lái xe phải sử dụng, hướng dẫn sử dụng thiết bị an toàn phù hợp cho trẻ em.",36/2024/QH15::article::10::clause::3
53,"Người được chở trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông đường bộ có được sử dụng ô khi trời mưa hay không?","Không được phép sử dụng. Căn cứ điểm b khoản 4 Điều 33 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định người được chở trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông đường bộ không được thực hiện hành vi sử dụng ô.",36/2024/QH15::article::33::clause::4::point::b
54,"Khi lùi xe, người điều khiển phương tiện tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?","Căn cứ khoản 1 Điều 16 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về lùi xe như sau: Khi lùi xe, người lái xe, người điều khiển xe máy chuyên dùng phải quan sát phía trước, hai bên và phía sau xe, có tín hiệu lùi và chỉ lùi xe khi bảo đảm an toàn.",36/2024/QH15::article::16::clause::1
55,"Khi tới đường ngang không có người gác, chắn đường bộ, chuông, đèn tín hiệu, người tham gia giao thông đường bộ phải làm gì để bảo đảm an toàn?","Căn cứ khoản 2 Điều 24 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định: Khi tới đường ngang không có người gác, chắn đường bộ, chuông, đèn tín hiệu, người tham gia giao thông đường bộ phải dừng lại về bên phải đường của mình, trước vạch dừng xe và quan sát hai phía, khi không có phương tiện giao thông đường sắt tới mới được đi qua.",36/2024/QH15::article::24::clause::2
